total_score	Grid_score	Transform_accept_ratio	angle_constraint	atom_pair_constraint	chainbreak	classic_grid_X	coordinate_constraint	dihedral_constraint	dslf_ca_dih	dslf_cs_ang	dslf_ss_dih	dslf_ss_dst	fa_atr	fa_dun	fa_elec	fa_pair	fa_rep	fa_sol	hbond_bb_sc	hbond_lr_bb	hbond_sc	hbond_sr_bb	if_X_angle_constraint	if_X_atom_pair_constraint	if_X_chainbreak	if_X_coordinate_constraint	if_X_dihedral_constraint	if_X_dslf_ca_dih	if_X_dslf_cs_ang	if_X_dslf_ss_dih	if_X_dslf_ss_dst	if_X_fa_atr	if_X_fa_dun	if_X_fa_elec	if_X_fa_pair	if_X_fa_rep	if_X_fa_sol	if_X_hbond_bb_sc	if_X_hbond_lr_bb	if_X_hbond_sc	if_X_hbond_sr_bb	if_X_omega	if_X_p_aa_pp	if_X_pro_close	if_X_ref	interface_delta_X	ligand_is_touching_X	omega	p_aa_pp	pro_close	ref	total_score_X	description	iter_id
-130.155	-55.000	0.230	0.000	0.000	0.000	-43.000	0.000	0.000	0.000	0.000	0.000	0.000	-678.865	220.795	-14.049	-10.281	197.786	290.252	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.225	0.000	-0.008	0.000	0.368	3.409	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.456	1.000	2.706	7.614	4.274	-45.990	-43.000	Shc1-PTB_1OY2_0061_trka_0191	trka
-134.619	-95.000	0.040	0.000	0.000	0.000	-68.000	2.018	0.000	0.000	0.000	0.000	0.000	-687.694	221.194	-16.077	-10.310	196.180	301.825	-10.863	-41.380	-11.002	-46.969	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-17.475	0.000	-1.986	0.000	1.366	14.600	-1.567	0.000	-0.144	0.000	0.000	0.000	0.000	0.000	-5.205	1.000	3.059	7.115	4.274	-45.990	-68.000	Shc1-PTB_1OY2_0061_trka_0192	trka
-127.574	-16.000	0.710	0.000	0.000	0.000	-20.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.517	220.795	-14.250	-10.281	197.517	289.955	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.876	0.000	-0.210	0.000	0.099	3.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.875	1.000	2.706	7.614	4.274	-45.990	-20.000	Shc1-PTB_1OY2_0061_trka_0193	trka
-105.938	-91.000	0.098	0.000	0.000	0.000	-54.000	2.636	0.000	0.000	0.000	0.000	0.000	-689.751	222.828	-14.365	-9.479	210.280	296.982	-8.666	-40.370	-8.541	-47.801	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-12.275	0.000	-0.349	0.000	1.002	7.120	-0.069	0.000	-0.038	0.000	0.000	0.000	0.000	0.000	-4.608	1.000	14.404	7.621	4.274	-45.990	-54.000	Shc1-PTB_1OY2_0061_trka_0194	trka
-128.558	-47.000	0.410	0.000	0.000	0.000	-27.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.377	220.795	-13.809	-10.281	197.570	288.336	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.766	0.000	0.186	0.000	0.153	1.493	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.935	1.000	2.706	7.614	4.274	-45.990	-27.000	Shc1-PTB_1OY2_0061_trka_0195	trka
540.007	-79.000	0.116	0.000	0.000	0.000	-137.000	96.192	0.000	0.000	0.000	0.000	0.000	-766.893	231.807	-14.468	-10.880	760.562	335.373	-7.964	-39.920	-12.605	-42.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-91.666	0.000	-2.054	0.888	318.067	46.504	-0.673	0.000	-1.262	0.000	0.000	0.000	0.000	0.000	269.805	1.000	43.261	9.004	4.792	-45.990	-137.000	Shc1-PTB_1OY2_0061_trka_0196	trka
-132.517	-48.000	0.326	0.000	0.000	0.000	-46.000	0.000	0.000	0.000	0.000	0.000	0.000	-682.843	220.795	-14.370	-10.281	198.595	290.729	-7.983	-40.370	-9.919	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-11.132	0.000	-0.293	0.000	1.062	3.886	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.477	1.000	2.706	7.614	4.274	-45.990	-46.000	Shc1-PTB_1OY2_0061_trka_0197	trka
-126.280	-59.000	0.266	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0.000	-671.581	220.819	-14.005	-10.282	197.092	286.727	-7.983	-40.521	-9.919	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.071	0.000	0.025	0.000	0.000	-0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.073	0.000	2.798	7.622	4.346	-45.990	0.000	Shc1-PTB_1OY2_0061_trka_0198	trka
-132.345	-58.000	0.302	0.000	0.000	0.000	-44.000	0.000	0.000	0.000	0.000	0.000	0.000	-681.049	220.795	-14.988	-10.281	198.484	290.989	-8.485	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.409	0.000	-0.948	0.000	1.067	4.145	-0.502	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.646	1.000	2.706	7.614	4.274	-45.990	-44.000	Shc1-PTB_1OY2_0061_trka_0199	trka
-126.699	-13.000	0.888	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-671.640	220.795	-14.041	-10.281	197.418	286.843	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.706	7.614	4.274	-45.990	0.000	Shc1-PTB_1OY2_0061_trka_0200	trka
-78.343	-59.000	0.070	0.000	0.000	0.000	-47.000	23.651	0.000	0.000	0.000	0.000	0.000	-678.775	217.467	-14.609	-9.942	230.994	286.688	-7.182	-40.094	-10.570	-47.083	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.297	0.000	-0.769	0.000	0.853	1.166	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.047	1.000	4.882	7.947	4.274	-45.990	-47.000	Shc1-PTB_1OY2_0061_trka_0201	trka
-128.354	-32.000	0.378	0.000	0.000	0.000	-14.000	0.000	0.000	0.000	0.000	0.000	0.000	-673.813	220.795	-14.019	-10.281	197.578	287.179	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.173	0.000	0.022	0.000	0.160	0.336	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.655	1.000	2.706	7.614	4.274	-45.990	-14.000	Shc1-PTB_1OY2_0061_trka_0202	trka
-130.580	-42.000	0.370	0.000	0.000	0.000	-23.000	0.000	0.000	0.000	0.000	0.000	0.000	-677.866	220.795	-13.993	-10.281	198.274	288.284	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.226	0.000	0.048	0.000	0.856	1.441	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.881	1.000	2.706	7.614	4.274	-45.990	-23.000	Shc1-PTB_1OY2_0061_trka_0203	trka
-128.833	-58.000	0.190	0.000	0.000	0.000	-26.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.680	220.795	-13.901	-10.281	197.803	288.225	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.040	0.000	0.139	0.000	0.385	1.382	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.134	1.000	2.706	7.614	4.274	-45.990	-26.000	Shc1-PTB_1OY2_0061_trka_0204	trka
-130.355	-59.000	0.194	0.000	0.000	0.000	-28.000	0.000	0.000	0.000	0.000	0.000	0.000	-676.926	220.795	-14.177	-10.281	197.982	288.045	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.286	0.000	-0.136	0.000	0.564	1.202	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.656	1.000	2.706	7.614	4.274	-45.990	-28.000	Shc1-PTB_1OY2_0061_trka_0205	trka
-128.984	-38.000	0.354	0.000	0.000	0.000	-29.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.683	220.795	-14.247	-10.281	197.890	288.335	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.043	0.000	-0.206	0.000	0.472	1.491	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.285	1.000	2.706	7.614	4.274	-45.990	-29.000	Shc1-PTB_1OY2_0061_trka_0206	trka
-128.837	-34.000	0.418	0.000	0.000	0.000	-17.000	0.000	0.000	0.000	0.000	0.000	0.000	-673.926	220.795	-14.095	-10.281	197.734	286.729	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.316	0.000	-0.101	0.000	0.317	-0.114	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.214	1.000	2.706	7.614	4.274	-45.990	-17.000	Shc1-PTB_1OY2_0061_trka_0207	trka
-132.655	-57.000	0.234	0.000	0.000	0.000	-36.000	0.793	0.000	0.000	0.000	0.000	0.000	-680.491	219.921	-14.100	-10.301	197.709	289.846	-7.983	-40.318	-10.570	-45.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.883	0.000	-0.041	0.000	0.552	2.756	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.615	1.000	2.778	7.266	4.179	-45.990	-36.000	Shc1-PTB_1OY2_0061_trka_0208	trka
-129.327	-52.000	0.330	0.000	0.000	0.000	-16.000	0.015	0.000	0.000	0.000	0.000	0.000	-674.601	220.681	-13.880	-10.285	197.680	286.766	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.073	0.000	0.153	0.000	0.333	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.618	1.000	2.770	7.616	4.296	-45.990	-16.000	Shc1-PTB_1OY2_0061_trka_0209	trka
-134.443	-118.000	0.134	0.000	0.000	0.000	-41.000	0.549	0.000	0.000	0.000	0.000	0.000	-680.605	220.954	-14.191	-10.316	194.243	290.234	-8.156	-40.370	-10.223	-45.587	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.335	0.000	-0.005	0.000	0.691	3.502	-0.189	0.000	-0.026	0.000	0.000	0.000	0.000	0.000	-5.363	1.000	2.974	7.769	4.274	-45.990	-41.000	Shc1-PTB_1OY2_0061_trka_0210	trka
-129.637	-60.000	0.218	0.000	0.000	0.000	-27.000	0.045	0.000	0.000	0.000	0.000	0.000	-679.383	221.786	-13.976	-10.305	198.639	288.697	-7.983	-40.370	-9.919	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.364	0.000	0.249	0.000	0.474	0.670	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.971	1.000	2.706	7.615	4.274	-45.990	-27.000	Shc1-PTB_1OY2_0061_trka_0211	trka
-133.497	-56.000	0.222	0.000	0.000	0.000	-35.000	0.124	0.000	0.000	0.000	0.000	0.000	-680.550	221.248	-14.648	-10.606	197.169	289.548	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.237	0.000	-0.231	0.000	0.960	1.762	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.746	1.000	2.687	7.644	4.274	-45.990	-35.000	Shc1-PTB_1OY2_0061_trka_0212	trka
-131.884	-122.000	0.078	0.000	0.000	0.000	-50.000	1.137	0.000	0.000	0.000	0.000	0.000	-680.738	220.788	-13.534	-10.525	196.222	290.217	-7.982	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.569	0.000	1.066	0.000	0.802	3.046	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.655	1.000	3.198	7.472	4.264	-45.990	-50.000	Shc1-PTB_1OY2_0061_trka_0213	trka
-132.157	-66.000	0.220	0.000	0.000	0.000	-41.000	0.014	0.000	0.000	0.000	0.000	0.000	-680.497	220.722	-14.024	-10.438	199.135	288.542	-7.983	-40.370	-10.613	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.751	0.000	0.219	0.000	1.056	1.207	0.000	0.000	-0.042	0.000	0.000	0.000	0.000	0.000	-6.312	1.000	2.795	7.674	4.350	-45.990	-41.000	Shc1-PTB_1OY2_0061_trka_0214	trka
-127.551	-55.000	0.278	0.000	0.000	0.000	-47.000	0.000	0.000	0.000	0.000	0.000	0.000	-680.390	220.795	-14.603	-10.281	198.596	294.714	-8.201	-40.370	-10.941	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.750	0.000	-0.563	0.000	1.179	7.870	-0.218	0.000	-0.371	0.000	0.000	0.000	0.000	0.000	-0.853	1.000	2.706	7.614	4.274	-45.990	-47.000	Shc1-PTB_1OY2_0061_trka_0215	trka
-126.639	-39.000	0.498	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-671.632	220.795	-13.989	-10.281	197.418	286.843	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.021	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.016	0.000	2.706	7.614	4.274	-45.990	0.000	Shc1-PTB_1OY2_0061_trka_0216	trka
-134.265	-101.000	0.126	0.000	0.000	0.000	-55.000	1.940	0.000	0.000	0.000	0.000	0.000	-679.549	222.292	-13.806	-10.340	191.955	288.114	-7.182	-40.370	-10.512	-46.402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.718	0.000	-0.029	-0.350	0.793	2.622	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.683	1.000	2.988	7.776	4.821	-45.990	-55.000	Shc1-PTB_1OY2_0061_trka_0217	trka
-128.713	-49.000	0.254	0.000	0.000	0.000	-25.000	0.609	0.000	0.000	0.000	0.000	0.000	-675.865	220.757	-14.361	-10.282	197.429	288.892	-7.983	-40.549	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.490	0.000	-0.228	0.000	1.423	1.995	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.301	1.000	2.761	7.637	4.274	-45.990	-25.000	Shc1-PTB_1OY2_0061_trka_0218	trka
-127.548	-68.000	0.286	0.000	0.000	0.000	-31.000	0.392	0.000	0.000	0.000	0.000	0.000	-679.520	221.671	-13.857	-10.173	199.407	290.946	-8.207	-40.370	-10.570	-45.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.426	0.000	-0.070	0.000	0.500	2.402	-0.224	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.817	1.000	2.667	7.637	4.274	-45.990	-31.000	Shc1-PTB_1OY2_0061_trka_0219	trka
-130.129	-61.000	0.326	0.000	0.000	0.000	-19.000	0.000	0.000	0.000	0.000	0.000	0.000	-678.781	220.863	-14.196	-10.217	196.987	289.820	-7.983	-40.241	-9.338	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.510	0.000	0.058	0.000	0.532	0.891	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.029	1.000	2.682	7.466	4.274	-45.990	-19.000	Shc1-PTB_1OY2_0061_trka_0220	trka
-127.417	-27.000	0.642	0.000	0.000	0.000	-16.000	0.000	0.000	0.000	0.000	0.000	0.000	-674.572	220.795	-14.135	-10.281	198.728	287.190	-7.983	-40.370	-9.919	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.891	0.000	-0.104	0.000	1.195	0.347	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.453	1.000	2.706	7.614	4.274	-45.990	-16.000	Shc1-PTB_1OY2_0061_trka_0221	trka
-132.522	-45.000	0.356	0.000	0.000	0.000	-36.000	0.000	0.000	0.000	0.000	0.000	0.000	-679.680	220.795	-14.606	-10.281	198.338	289.339	-7.983	-40.370	-11.205	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.070	0.000	-0.611	0.000	0.920	2.496	0.000	0.000	-0.635	0.000	0.000	0.000	0.000	0.000	-5.899	1.000	2.706	7.614	4.274	-45.990	-36.000	Shc1-PTB_1OY2_0061_trka_0222	trka
-128.095	-56.000	0.350	0.000	0.000	0.000	-45.000	0.752	0.000	0.000	0.000	0.000	0.000	-680.571	217.616	-14.346	-9.800	198.637	295.024	-8.056	-40.370	-10.499	-45.688	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.703	0.000	-0.044	0.000	0.871	6.520	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.357	1.000	3.370	7.552	4.274	-45.990	-45.000	Shc1-PTB_1OY2_0061_trka_0223	trka
-131.035	-82.000	0.100	0.000	0.000	0.000	-27.000	0.071	0.000	0.000	0.000	0.000	0.000	-680.331	221.449	-14.924	-10.284	197.580	291.558	-8.444	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.047	0.000	-0.100	0.000	0.734	3.656	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.826	1.000	2.625	7.795	4.274	-45.990	-27.000	Shc1-PTB_1OY2_0061_trka_0224	trka
-125.924	-116.000	0.076	0.000	0.000	0.000	-94.000	2.597	0.000	0.000	0.000	0.000	0.000	-698.394	221.206	-14.640	-10.471	205.540	300.783	-7.585	-40.320	-9.446	-45.575	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-25.107	0.000	-0.954	0.000	8.559	12.137	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.365	1.000	4.781	7.317	4.273	-45.990	-94.000	Shc1-PTB_1OY2_0061_trka_0225	trka
-129.645	-71.000	0.170	0.000	0.000	0.000	-38.000	0.008	0.000	0.000	0.000	0.000	0.000	-680.595	220.406	-14.864	-10.378	198.927	292.819	-8.145	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.728	0.000	-0.048	0.000	0.326	4.264	-0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.200	1.000	2.718	7.588	4.274	-45.990	-38.000	Shc1-PTB_1OY2_0061_trka_0226	trka
-138.400	-96.000	0.068	0.000	0.000	0.000	-56.000	1.819	0.000	0.000	0.000	0.000	0.000	-679.161	219.592	-14.014	-10.621	193.616	290.252	-8.097	-41.606	-10.664	-47.426	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-10.232	0.000	0.273	0.000	1.094	3.505	-0.022	0.000	-0.127	0.000	0.000	0.000	0.000	0.000	-5.509	1.000	3.445	6.179	4.274	-45.990	-56.000	Shc1-PTB_1OY2_0061_trka_0227	trka
-140.686	-80.000	0.068	0.000	0.000	0.000	-61.000	1.999	0.000	0.000	0.000	0.000	0.000	-685.720	217.031	-15.646	-10.311	189.793	295.822	-9.128	-40.370	-11.169	-46.184	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-14.382	0.000	-1.223	0.000	0.915	8.204	-0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.538	1.000	10.176	5.727	3.285	-45.990	-61.000	Shc1-PTB_1OY2_0061_trka_0228	trka
-118.121	-73.000	0.188	0.000	0.000	0.000	-65.000	2.537	0.000	0.000	0.000	0.000	0.000	-687.387	222.921	-13.785	-10.477	209.856	291.956	-7.182	-40.370	-10.570	-44.898	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-14.475	0.000	0.106	-0.351	1.351	6.351	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.018	1.000	3.161	7.833	4.274	-45.990	-65.000	Shc1-PTB_1OY2_0061_trka_0229	trka
-128.675	-66.000	0.318	0.000	0.000	0.000	-38.000	0.005	0.000	0.000	0.000	0.000	0.000	-677.345	221.481	-13.958	-10.281	197.708	289.623	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.826	0.000	0.002	0.000	0.182	2.827	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.816	1.000	2.664	7.542	4.274	-45.990	-38.000	Shc1-PTB_1OY2_0061_trka_0230	trka
-126.699	-38.000	0.400	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-671.640	220.795	-14.041	-10.281	197.418	286.843	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.706	7.614	4.274	-45.990	0.000	Shc1-PTB_1OY2_0061_trka_0231	trka
-132.205	-75.000	0.232	0.000	0.000	0.000	-50.000	0.728	0.000	0.000	0.000	0.000	0.000	-681.631	222.470	-13.885	-10.483	196.648	289.308	-7.182	-40.370	-10.570	-45.808	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.876	0.000	-0.097	-0.314	1.214	3.613	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.460	1.000	2.663	7.623	4.274	-45.990	-50.000	Shc1-PTB_1OY2_0061_trka_0232	trka
-122.615	-13.000	0.960	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-671.677	222.825	-14.163	-10.251	198.662	287.067	-7.983	-40.370	-9.855	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.706	7.614	4.274	-45.990	0.000	Shc1-PTB_1OY2_0061_trka_0233	trka
-127.726	-12.000	0.916	0.000	0.000	0.000	-10.000	0.000	0.000	0.000	0.000	0.000	0.000	-674.577	220.795	-14.238	-10.281	197.692	288.025	-7.983	-40.370	-9.919	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.866	0.000	-0.161	0.000	0.159	1.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.686	1.000	2.706	7.614	4.274	-45.990	-10.000	Shc1-PTB_1OY2_0061_trka_0234	trka
-129.845	-68.000	0.266	0.000	0.000	0.000	-45.000	0.176	0.000	0.000	0.000	0.000	0.000	-679.377	221.171	-14.082	-10.626	197.080	291.463	-7.983	-40.370	-10.570	-45.476	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.255	0.000	-0.007	-0.346	0.417	4.855	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.336	1.000	2.725	7.740	4.274	-45.990	-45.000	Shc1-PTB_1OY2_0061_trka_0235	trka
-132.457	-71.000	0.262	0.000	0.000	0.000	-30.000	0.132	0.000	0.000	0.000	0.000	0.000	-678.234	221.068	-14.369	-10.477	197.564	288.553	-9.774	-40.285	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.279	0.000	-0.042	0.000	0.797	2.225	-0.184	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.482	1.000	2.983	8.124	4.291	-45.990	-30.000	Shc1-PTB_1OY2_0061_trka_0236	trka
-134.779	-65.000	0.110	0.000	0.000	0.000	-48.000	0.166	0.000	0.000	0.000	0.000	0.000	-682.079	220.490	-14.042	-10.460	198.124	291.388	-9.883	-40.439	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-10.632	0.000	0.386	0.000	0.751	3.917	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.675	1.000	2.535	7.171	4.282	-45.990	-48.000	Shc1-PTB_1OY2_0061_trka_0237	trka
-131.021	-55.000	0.200	0.000	0.000	0.000	-30.000	0.000	0.000	0.000	0.000	0.000	0.000	-677.969	220.795	-13.940	-10.281	198.205	287.963	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.359	0.000	0.054	0.000	0.787	1.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.398	1.000	2.706	7.614	4.274	-45.990	-30.000	Shc1-PTB_1OY2_0061_trka_0238	trka
-127.329	-63.000	0.282	0.000	0.000	0.000	-28.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.878	220.795	-13.915	-10.281	197.670	290.253	-7.983	-40.370	-10.751	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.238	0.000	0.126	0.000	0.252	3.410	0.000	0.000	-0.180	0.000	0.000	0.000	0.000	0.000	-0.630	1.000	2.706	7.614	4.274	-45.990	-28.000	Shc1-PTB_1OY2_0061_trka_0239	trka
-126.991	-50.000	0.242	0.000	0.000	0.000	-19.000	0.000	0.000	0.000	0.000	0.000	0.000	-674.143	220.795	-14.273	-10.281	198.442	288.262	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.503	0.000	-0.232	0.000	1.024	1.419	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.292	1.000	2.706	7.614	4.274	-45.990	-19.000	Shc1-PTB_1OY2_0061_trka_0240	trka
-131.624	-72.000	0.192	0.000	0.000	0.000	-45.000	0.648	0.000	0.000	0.000	0.000	0.000	-680.845	219.026	-14.127	-10.088	198.880	292.467	-8.553	-41.859	-10.499	-45.565	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.952	0.000	-0.152	0.000	0.770	3.733	-0.097	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.698	1.000	3.634	6.971	4.278	-45.990	-45.000	Shc1-PTB_1OY2_0061_trka_0241	trka
-126.118	-81.000	0.280	0.000	0.000	0.000	-37.000	0.407	0.000	0.000	0.000	0.000	0.000	-683.250	221.753	-13.474	-10.073	198.147	293.115	-8.016	-40.370	-10.570	-45.743	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.705	0.000	0.460	0.000	0.432	3.943	-0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.903	1.000	5.869	7.808	4.270	-45.990	-37.000	Shc1-PTB_1OY2_0061_trka_0242	trka
-134.723	-47.000	0.380	0.000	0.000	0.000	-55.000	0.265	0.000	0.000	0.000	0.000	0.000	-688.322	220.060	-14.565	-10.264	197.785	296.107	-7.983	-40.370	-10.784	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-16.235	0.000	-0.531	0.000	1.183	9.054	0.000	0.000	-0.256	0.000	0.000	0.000	0.000	0.000	-6.785	1.000	2.812	7.560	4.441	-45.990	-55.000	Shc1-PTB_1OY2_0061_trka_0243	trka
