total_score	Grid_score	Transform_accept_ratio	angle_constraint	atom_pair_constraint	chainbreak	classic_grid_X	coordinate_constraint	dihedral_constraint	dslf_ca_dih	dslf_cs_ang	dslf_ss_dih	dslf_ss_dst	fa_atr	fa_dun	fa_elec	fa_pair	fa_rep	fa_sol	hbond_bb_sc	hbond_lr_bb	hbond_sc	hbond_sr_bb	if_X_angle_constraint	if_X_atom_pair_constraint	if_X_chainbreak	if_X_coordinate_constraint	if_X_dihedral_constraint	if_X_dslf_ca_dih	if_X_dslf_cs_ang	if_X_dslf_ss_dih	if_X_dslf_ss_dst	if_X_fa_atr	if_X_fa_dun	if_X_fa_elec	if_X_fa_pair	if_X_fa_rep	if_X_fa_sol	if_X_hbond_bb_sc	if_X_hbond_lr_bb	if_X_hbond_sc	if_X_hbond_sr_bb	if_X_omega	if_X_p_aa_pp	if_X_pro_close	if_X_ref	interface_delta_X	ligand_is_touching_X	omega	p_aa_pp	pro_close	ref	total_score_X	description	iter_id
-129.630	-103.000	0.068	0.000	0.000	0.000	-24.000	2.722	0.000	0.000	0.000	0.000	0.000	-680.834	222.198	-15.069	-10.178	195.594	292.330	-8.157	-40.370	-10.623	-46.231	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.636	0.000	-0.647	0.000	0.621	3.149	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.584	1.000	3.017	7.623	4.338	-45.990	-24.000	Shc1-PTB_1OY2_0061_trka_0183	trka_3
-129.015	-67.000	0.244	0.000	0.000	0.000	-48.000	0.000	0.000	0.000	0.000	0.000	0.000	-681.987	220.795	-13.535	-10.281	198.037	293.746	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-10.376	0.000	0.460	0.000	0.620	6.903	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.393	1.000	2.707	7.614	4.274	-45.990	-48.000	Shc1-PTB_1OY2_0061_trka_0184	trka_3
-132.854	-134.000	0.122	0.000	0.000	0.000	-58.000	0.427	0.000	0.000	0.000	0.000	0.000	-683.883	220.916	-15.152	-10.403	197.371	294.639	-8.751	-40.370	-10.831	-45.523	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-12.196	0.000	-0.336	0.000	0.926	6.707	-0.341	0.000	-0.099	0.000	0.000	0.000	0.000	0.000	-5.339	1.000	2.721	7.700	4.274	-45.990	-58.000	Shc1-PTB_1OY2_0061_trka_0185	trka_3
-127.105	-33.000	0.438	0.000	0.000	0.000	-10.000	0.000	0.000	0.000	0.000	0.000	0.000	-672.904	220.795	-13.914	-10.281	197.567	287.424	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.293	0.000	0.081	0.000	0.149	0.581	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.482	1.000	2.706	7.614	4.274	-45.990	-10.000	Shc1-PTB_1OY2_0061_trka_0186	trka_3
-131.497	-71.000	0.044	0.000	0.000	0.000	-39.000	3.635	0.000	0.000	0.000	0.000	0.000	-680.333	217.409	-14.514	-10.496	199.227	290.194	-7.983	-44.203	-10.796	-45.496	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.163	0.000	-0.305	0.000	0.868	3.480	0.000	0.000	-0.087	0.000	0.000	0.000	0.000	0.000	-5.206	1.000	6.725	6.984	4.138	-45.990	-39.000	Shc1-PTB_1OY2_0061_trka_0187	trka_3
-131.930	-53.000	0.272	0.000	0.000	0.000	-38.000	0.096	0.000	0.000	0.000	0.000	0.000	-681.669	220.698	-14.550	-10.270	198.130	291.446	-7.989	-40.368	-10.601	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-10.199	0.000	-0.464	0.000	0.816	4.508	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.339	1.000	2.696	7.640	4.274	-45.990	-38.000	Shc1-PTB_1OY2_0061_trka_0188	trka_3
-127.753	-51.000	0.272	0.000	0.000	0.000	-14.000	0.000	0.000	0.000	0.000	0.000	0.000	-673.629	220.795	-14.119	-10.281	197.537	287.736	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.018	0.000	-0.125	0.000	0.119	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.130	1.000	2.706	7.614	4.274	-45.990	-14.000	Shc1-PTB_1OY2_0061_trka_0189	trka_3
-131.124	-70.000	0.140	0.000	0.000	0.000	-34.000	0.199	0.000	0.000	0.000	0.000	0.000	-680.800	220.718	-13.809	-10.274	199.047	289.348	-7.986	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.070	0.000	0.227	0.000	1.900	2.436	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.507	1.000	2.894	7.670	4.274	-45.990	-34.000	Shc1-PTB_1OY2_0061_trka_0190	trka_3
-127.121	-35.000	0.336	0.000	0.000	0.000	-8.000	0.000	0.000	0.000	0.000	0.000	0.000	-672.387	220.795	-14.027	-10.281	197.418	287.155	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.747	0.000	0.013	0.000	0.000	0.311	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.422	1.000	2.706	7.614	4.274	-45.990	-8.000	Shc1-PTB_1OY2_0061_trka_0191	trka_3
-128.787	-56.000	0.232	0.000	0.000	0.000	-40.000	0.160	0.000	0.000	0.000	0.000	0.000	-677.207	220.778	-15.062	-10.269	198.747	290.382	-7.983	-40.376	-11.002	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.226	0.000	-0.993	0.000	0.935	3.502	0.000	0.000	-0.431	0.000	0.000	0.000	0.000	0.000	-2.213	1.000	2.713	7.606	4.188	-45.990	-40.000	Shc1-PTB_1OY2_0061_trka_0192	trka_3
-130.364	-46.000	0.344	0.000	0.000	0.000	-24.000	0.000	0.000	0.000	0.000	0.000	0.000	-677.318	220.795	-14.144	-10.281	197.859	288.518	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.708	0.000	-0.149	0.000	0.441	1.675	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.741	1.000	2.706	7.614	4.274	-45.990	-24.000	Shc1-PTB_1OY2_0061_trka_0193	trka_3
-133.092	-58.000	0.196	0.000	0.000	0.000	-35.000	0.000	0.000	0.000	0.000	0.000	0.000	-680.603	220.795	-14.361	-10.281	199.354	287.797	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.993	0.000	-0.367	0.000	1.936	0.954	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.469	1.000	2.706	7.614	4.274	-45.990	-35.000	Shc1-PTB_1OY2_0061_trka_0194	trka_3
-131.034	-57.000	0.210	0.000	0.000	0.000	-66.000	0.278	0.000	0.000	0.000	0.000	0.000	-687.000	220.755	-13.845	-10.276	199.859	294.895	-7.975	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-15.286	0.000	0.174	0.000	2.446	8.059	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.607	1.000	2.867	7.539	4.274	-45.990	-66.000	Shc1-PTB_1OY2_0061_trka_0195	trka_3
-133.278	-55.000	0.220	0.000	0.000	0.000	-52.000	1.419	0.000	0.000	0.000	0.000	0.000	-683.212	220.895	-14.244	-10.445	196.742	294.301	-7.894	-40.370	-11.156	-46.523	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.885	0.000	-0.312	0.000	0.606	6.316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.276	1.000	2.609	6.828	3.762	-45.990	-52.000	Shc1-PTB_1OY2_0061_trka_0196	trka_3
-130.057	-70.000	0.264	0.000	0.000	0.000	-48.000	0.127	0.000	0.000	0.000	0.000	0.000	-679.355	221.172	-14.338	-10.283	197.327	291.351	-8.289	-40.370	-10.566	-45.440	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.923	0.000	-0.258	0.000	0.408	5.524	-0.306	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.555	1.000	2.706	7.618	4.274	-45.990	-48.000	Shc1-PTB_1OY2_0061_trka_0197	trka_3
-130.977	-60.000	0.332	0.000	0.000	0.000	-39.000	0.058	0.000	0.000	0.000	0.000	0.000	-680.764	221.265	-13.784	-9.926	198.193	290.077	-7.983	-40.370	-10.946	-45.418	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.573	0.000	0.247	0.000	0.905	3.569	0.000	0.000	-0.376	0.000	0.000	0.000	0.000	0.000	-5.227	1.000	2.769	7.568	4.274	-45.990	-39.000	Shc1-PTB_1OY2_0061_trka_0198	trka_3
-128.712	-85.000	0.236	0.000	0.000	0.000	-50.000	1.003	0.000	0.000	0.000	0.000	0.000	-681.626	221.494	-14.817	-9.938	197.016	294.413	-8.147	-40.370	-10.570	-45.451	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.217	0.000	-0.398	0.000	0.568	6.496	-0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.620	1.000	2.528	7.466	4.277	-45.990	-50.000	Shc1-PTB_1OY2_0061_trka_0199	trka_3
-137.583	-72.000	0.100	0.000	0.000	0.000	-59.000	1.584	0.000	0.000	0.000	0.000	0.000	-686.383	222.362	-15.990	-10.317	193.412	294.339	-7.182	-40.370	-11.327	-47.707	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-13.836	0.000	-1.955	0.000	1.091	7.649	0.000	0.000	-0.757	0.000	0.000	0.000	0.000	0.000	-7.808	1.000	3.905	7.806	4.274	-45.990	-59.000	Shc1-PTB_1OY2_0061_trka_0200	trka_3
-132.650	-49.000	0.276	0.000	0.000	0.000	-44.000	0.000	0.000	0.000	0.000	0.000	0.000	-683.477	220.795	-14.950	-10.281	198.683	293.077	-8.687	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-11.867	0.000	-0.955	0.000	1.266	6.234	-0.704	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.027	1.000	2.706	7.614	4.274	-45.990	-44.000	Shc1-PTB_1OY2_0061_trka_0201	trka_3
651.047	-81.000	0.074	0.000	0.000	0.000	-107.000	340.006	0.000	0.000	0.000	0.000	0.000	-750.703	256.433	-15.151	-10.002	588.565	333.724	-7.593	-34.730	-9.321	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-74.739	0.000	-1.431	0.020	252.613	47.095	-0.896	0.000	-0.585	0.000	0.000	0.000	0.000	0.000	222.077	1.000	36.172	11.122	3.988	-45.990	-107.000	Shc1-PTB_1OY2_0061_trka_0202	trka_3
-132.678	-47.000	0.338	0.000	0.000	0.000	-32.000	0.000	0.000	0.000	0.000	0.000	0.000	-679.601	220.795	-14.066	-10.281	198.240	288.028	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.961	0.000	-0.026	0.000	0.823	1.184	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.979	1.000	2.706	7.614	4.274	-45.990	-32.000	Shc1-PTB_1OY2_0061_trka_0203	trka_3
-136.652	-62.000	0.194	0.000	0.000	0.000	-47.000	0.635	0.000	0.000	0.000	0.000	0.000	-681.619	218.965	-15.295	-10.279	195.512	293.638	-7.991	-40.403	-10.570	-46.110	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-10.565	0.000	-0.977	0.000	1.047	6.474	-0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.052	1.000	2.879	6.693	3.284	-45.990	-47.000	Shc1-PTB_1OY2_0061_trka_0204	trka_3
-130.626	-54.000	0.254	0.000	0.000	0.000	-22.000	0.000	0.000	0.000	0.000	0.000	0.000	-676.510	220.795	-13.990	-10.281	198.092	287.062	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.899	0.000	0.004	0.000	0.674	0.218	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.002	1.000	2.706	7.614	4.274	-45.990	-22.000	Shc1-PTB_1OY2_0061_trka_0205	trka_3
-136.733	-114.000	0.112	0.000	0.000	0.000	-90.000	1.279	0.000	0.000	0.000	0.000	0.000	-690.962	220.218	-14.068	-9.961	197.901	296.242	-7.835	-40.370	-11.391	-45.873	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-19.660	0.000	-0.051	0.000	1.923	9.082	-0.043	0.000	-0.723	0.000	0.000	0.000	0.000	0.000	-9.472	1.000	2.781	7.000	4.296	-45.990	-90.000	Shc1-PTB_1OY2_0061_trka_0206	trka_3
-131.846	-67.000	0.248	0.000	0.000	0.000	-39.000	0.345	0.000	0.000	0.000	0.000	0.000	-679.608	220.623	-13.589	-10.298	197.161	288.979	-7.983	-40.370	-10.452	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.077	0.000	0.544	0.000	0.753	2.146	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.634	1.000	2.787	7.747	4.274	-45.990	-39.000	Shc1-PTB_1OY2_0061_trka_0207	trka_3
-126.699	-10.000	0.934	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-671.640	220.795	-14.041	-10.281	197.418	286.843	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.706	7.614	4.274	-45.990	0.000	Shc1-PTB_1OY2_0061_trka_0208	trka_3
-122.673	-29.000	0.660	0.000	0.000	0.000	-23.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.061	222.825	-13.791	-10.251	199.392	289.291	-7.983	-40.370	-9.855	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.354	0.000	0.418	0.000	0.730	2.224	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.018	1.000	2.706	7.614	4.274	-45.990	-23.000	Shc1-PTB_1OY2_0061_trka_0209	trka_3
-130.083	-35.000	0.594	0.000	0.000	0.000	-13.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.508	220.795	-14.128	-10.281	197.742	287.091	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.868	0.000	-0.087	0.000	0.324	0.248	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.384	1.000	2.706	7.614	4.274	-45.990	-13.000	Shc1-PTB_1OY2_0061_trka_0210	trka_3
-134.569	-54.000	0.282	0.000	0.000	0.000	-32.000	0.969	0.000	0.000	0.000	0.000	0.000	-679.035	221.034	-13.949	-10.288	195.385	286.691	-7.983	-40.061	-10.309	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.551	0.000	-0.138	0.000	0.879	1.134	0.000	0.000	-0.423	0.000	0.000	0.000	0.000	0.000	-6.099	1.000	2.626	7.540	4.274	-45.990	-32.000	Shc1-PTB_1OY2_0061_trka_0211	trka_3
-130.404	-58.000	0.174	0.000	0.000	0.000	-29.000	0.030	0.000	0.000	0.000	0.000	0.000	-677.803	220.822	-14.361	-10.275	198.160	289.140	-8.029	-40.370	-10.570	-45.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.098	0.000	-0.273	0.000	0.591	2.297	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.484	1.000	2.657	7.612	4.274	-45.990	-29.000	Shc1-PTB_1OY2_0061_trka_0212	trka_3
-128.913	-16.000	0.878	0.000	0.000	0.000	-10.000	0.000	0.000	0.000	0.000	0.000	0.000	-673.282	220.795	-14.003	-10.281	197.425	286.227	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.642	0.000	0.037	0.000	0.007	-0.616	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.214	1.000	2.706	7.614	4.274	-45.990	-10.000	Shc1-PTB_1OY2_0061_trka_0213	trka_3
-129.684	-65.000	0.274	0.000	0.000	0.000	-49.000	0.000	0.000	0.000	0.000	0.000	0.000	-683.090	221.342	-13.908	-10.738	200.501	290.762	-7.983	-40.364	-9.338	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.252	0.000	0.021	0.000	0.786	2.926	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.519	1.000	2.704	7.617	4.274	-45.990	-49.000	Shc1-PTB_1OY2_0061_trka_0214	trka_3
-128.579	-44.000	0.350	0.000	0.000	0.000	-21.000	0.000	0.000	0.000	0.000	0.000	0.000	-674.830	220.795	-13.926	-10.281	197.761	287.695	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.190	0.000	0.115	0.000	0.344	0.851	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.880	1.000	2.706	7.614	4.274	-45.990	-21.000	Shc1-PTB_1OY2_0061_trka_0215	trka_3
-142.662	-95.000	0.142	0.000	0.000	0.000	-38.000	1.836	0.000	0.000	0.000	0.000	0.000	-680.675	219.443	-13.267	-10.252	187.744	292.960	-7.951	-42.825	-10.425	-46.293	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.153	0.000	0.408	0.000	0.443	5.332	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.970	1.000	2.986	6.949	3.099	-45.990	-38.000	Shc1-PTB_1OY2_0061_trka_0216	trka_3
-130.463	-55.000	0.260	0.000	0.000	0.000	-23.000	0.000	0.000	0.000	0.000	0.000	0.000	-676.304	220.795	-14.024	-10.281	198.010	287.133	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.663	0.000	0.017	0.000	0.592	0.290	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.765	1.000	2.706	7.614	4.274	-45.990	-23.000	Shc1-PTB_1OY2_0061_trka_0217	trka_3
-134.433	-65.000	0.264	0.000	0.000	0.000	-44.000	1.032	0.000	0.000	0.000	0.000	0.000	-678.901	220.848	-13.801	-10.699	195.223	288.284	-7.983	-40.974	-10.607	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.417	0.000	0.211	0.000	0.831	1.198	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.177	1.000	2.819	7.553	4.237	-45.990	-44.000	Shc1-PTB_1OY2_0061_trka_0218	trka_3
-132.892	-66.000	0.130	0.000	0.000	0.000	-42.000	0.391	0.000	0.000	0.000	0.000	0.000	-684.244	221.299	-14.299	-10.085	198.156	291.803	-7.983	-40.370	-10.538	-45.689	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-11.710	0.000	0.082	0.000	1.087	3.941	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.599	1.000	2.754	7.689	4.216	-45.990	-42.000	Shc1-PTB_1OY2_0061_trka_0219	trka_3
-117.553	-62.000	0.050	0.000	0.000	0.000	-41.000	3.788	0.000	0.000	0.000	0.000	0.000	-676.526	220.097	-13.295	-10.712	207.888	289.659	-7.951	-41.695	-11.239	-45.947	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.869	0.000	-0.091	0.000	0.647	2.986	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.327	1.000	4.115	7.264	2.990	-45.990	-41.000	Shc1-PTB_1OY2_0061_trka_0220	trka_3
-129.116	-57.000	0.192	0.000	0.000	0.000	-54.000	0.142	0.000	0.000	0.000	0.000	0.000	-681.652	220.235	-16.083	-10.277	202.029	292.162	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.826	0.000	-1.866	0.000	0.889	4.385	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.417	1.000	2.854	7.586	4.274	-45.990	-54.000	Shc1-PTB_1OY2_0061_trka_0221	trka_3
-132.395	-121.000	0.114	0.000	0.000	0.000	-63.000	0.010	0.000	0.000	0.000	0.000	0.000	-682.232	220.892	-14.370	-10.425	198.235	291.271	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-10.202	0.000	-0.399	0.000	0.816	3.849	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.935	1.000	2.704	7.633	4.274	-45.990	-63.000	Shc1-PTB_1OY2_0061_trka_0222	trka_3
-105.963	-95.000	0.098	0.000	0.000	0.000	-103.000	4.333	0.000	0.000	0.000	0.000	0.000	-696.749	236.577	-12.868	-9.906	202.872	302.968	-8.016	-40.654	-9.446	-45.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-28.141	0.000	0.713	0.000	9.723	17.681	-0.032	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.055	1.000	4.679	7.318	4.139	-45.990	-103.000	Shc1-PTB_1OY2_0061_trka_0223	trka_3
-131.049	-137.000	0.064	0.000	0.000	0.000	-28.000	2.218	0.000	0.000	0.000	0.000	0.000	-681.325	220.472	-15.424	-11.110	198.414	292.013	-9.798	-42.085	-8.662	-45.491	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.806	0.000	-0.139	-0.375	0.242	3.460	-0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.670	1.000	3.896	7.480	4.342	-45.990	-28.000	Shc1-PTB_1OY2_0061_trka_0224	trka_3
2175.315	-33.000	0.042	0.000	0.000	0.000	-114.000	886.569	0.000	0.000	0.000	0.000	0.000	-815.802	244.995	-6.818	-9.531	1563.810	375.193	-8.405	-28.589	-9.888	-41.434	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-134.245	0.000	-0.526	0.000	1124.767	79.868	-2.858	0.000	-0.075	0.000	0.000	0.000	0.000	0.000	1066.932	1.000	56.580	7.517	7.109	-45.990	-114.000	Shc1-PTB_1OY2_0061_trka_0225	trka_3
-126.911	-46.000	0.472	0.000	0.000	0.000	-6.000	0.000	0.000	0.000	0.000	0.000	0.000	-672.224	220.795	-13.893	-10.281	197.439	287.046	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.613	0.000	0.101	0.000	0.022	0.203	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.287	1.000	2.706	7.614	4.274	-45.990	-6.000	Shc1-PTB_1OY2_0061_trka_0226	trka_3
-137.184	-59.000	0.408	0.000	0.000	0.000	-44.000	0.666	0.000	0.000	0.000	0.000	0.000	-683.883	220.993	-14.081	-9.952	197.579	288.430	-8.672	-40.370	-10.591	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-12.201	0.000	0.221	0.000	1.856	1.446	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.678	1.000	2.859	7.079	4.222	-45.990	-44.000	Shc1-PTB_1OY2_0061_trka_0227	trka_3
-129.912	-41.000	0.240	0.000	0.000	0.000	-20.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.050	220.795	-13.878	-10.281	197.816	286.480	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.410	0.000	0.163	0.000	0.398	-0.364	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.213	1.000	2.706	7.614	4.274	-45.990	-20.000	Shc1-PTB_1OY2_0061_trka_0228	trka_3
-46.916	-89.000	0.056	0.000	0.000	0.000	-56.000	15.781	0.000	0.000	0.000	0.000	0.000	-691.509	223.715	-15.602	-9.695	256.410	297.810	-12.938	-41.409	-10.896	-43.951	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-13.053	0.000	-1.161	0.000	1.618	7.377	-0.199	0.000	-0.808	0.000	0.000	0.000	0.000	0.000	-6.226	1.000	19.313	7.767	4.276	-45.990	-56.000	Shc1-PTB_1OY2_0061_trka_0229	trka_3
-135.727	-117.000	0.094	0.000	0.000	0.000	-54.000	1.064	0.000	0.000	0.000	0.000	0.000	-686.287	221.379	-13.755	-9.906	197.390	292.348	-6.597	-41.656	-10.608	-46.417	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-12.208	0.000	0.230	0.000	1.245	4.608	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.125	1.000	2.456	6.877	3.975	-45.990	-54.000	Shc1-PTB_1OY2_0061_trka_0230	trka_3
-132.054	-107.000	0.086	0.000	0.000	0.000	-31.000	0.296	0.000	0.000	0.000	0.000	0.000	-680.124	219.720	-13.178	-10.236	196.426	291.245	-7.969	-40.370	-10.570	-45.763	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.219	0.000	0.843	0.000	0.473	4.342	-0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.590	1.000	2.585	7.601	4.274	-45.990	-31.000	Shc1-PTB_1OY2_0061_trka_0231	trka_3
-132.623	-51.000	0.290	0.000	0.000	0.000	-48.000	0.000	0.000	0.000	0.000	0.000	0.000	-684.611	220.795	-13.827	-10.281	199.077	292.015	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-12.970	0.000	0.214	0.000	1.660	5.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.924	1.000	2.706	7.614	4.274	-45.990	-48.000	Shc1-PTB_1OY2_0061_trka_0232	trka_3
-127.910	-47.000	0.310	0.000	0.000	0.000	-40.000	0.000	0.000	0.000	0.000	0.000	0.000	-681.234	222.825	-14.162	-10.251	199.500	290.491	-7.983	-40.370	-9.855	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.528	0.000	0.047	0.000	0.838	3.424	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.219	1.000	2.706	7.614	4.274	-45.990	-40.000	Shc1-PTB_1OY2_0061_trka_0233	trka_3
-130.971	-69.000	0.184	0.000	0.000	0.000	-47.000	0.048	0.000	0.000	0.000	0.000	0.000	-682.098	221.365	-15.437	-10.283	198.342	293.501	-8.362	-40.370	-10.673	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-10.273	0.000	-1.377	0.000	0.811	6.636	-0.378	0.000	-0.103	0.000	0.000	0.000	0.000	0.000	-4.684	1.000	2.717	7.468	4.274	-45.990	-47.000	Shc1-PTB_1OY2_0061_trka_0234	trka_3
