pdb_path,combined_metric
1shc_0002_trka_0343.pdb,-1.99652571255582
1shc_0002_trka_0795.pdb,-1.99621865203788
1shc_0002_trka_1317.pdb,-1.99529284016034
1shc_0002_trka_0764.pdb,-1.99527500812823
1shc_0002_trka_1243.pdb,-1.9952184415052
1shc_0002_trka_0396.pdb,-1.99496540857944
1shc_0002_trka_0484.pdb,-1.99477169644686
1shc_0002_trka_0266.pdb,-1.99431368261751
1shc_0002_trka_0665.pdb,-1.9940457603813
1shc_0002_trka_1407.pdb,-1.99368932883112
